Indicator,Year,Geography,FIPS,Cases,Rate per 100000
HIV diagnoses,2022,"Monroe County, AL",01099,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monroe County, AR",05095,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monroe County, FL",12087,15,20.7
HIV diagnoses,2022,"Monroe County, GA",13207,7,27.8
HIV diagnoses,2022,"Monroe County, IA",19135,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monroe County, IL",17133,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monroe County, IN",18105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monroe County, KY",21171,0,0
HIV diagnoses,2022,"Monroe County, MI",26115,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monroe County, MO",29137,0,0
HIV diagnoses,2022,"Monroe County, MS",28095,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monroe County, NY",36055,71,11
HIV diagnoses,2022,"Monroe County, OH",39111,0,0
HIV diagnoses,2022,"Monroe County, PA",42089,15,10.3
HIV diagnoses,2022,"Monroe County, TN",47123,0,0
HIV diagnoses,2022,"Monroe County, WI",55081,0,0
HIV diagnoses,2022,"Monroe County, WV",54063,0,0
HIV diagnoses,2022,"Montague County, TX",48337,0,0
HIV diagnoses,2022,"Montcalm County, MI",26117,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monterey County, CA",06053,27,7.6
HIV diagnoses,2022,"Montezuma County, CO",08083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Montgomery County, AL",01101,78,41.7
HIV diagnoses,2022,"Montgomery County, AR",05097,0,0
HIV diagnoses,2022,"Montgomery County, GA",13209,0,0
HIV diagnoses,2022,"Montgomery County, IA",19137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Montgomery County, IL",17135,0,0
HIV diagnoses,2022,"Montgomery County, IN",18107,0,0
HIV diagnoses,2022,"Montgomery County, KS",20125,0,0
HIV diagnoses,2022,"Montgomery County, KY",21173,Data suppressed,Data suppressed
HIV diagnoses,2022,"Montgomery County, MD",24031,105,11.9
HIV diagnoses,2022,"Montgomery County, MO",29139,0,0
HIV diagnoses,2022,"Montgomery County, MS",28097,0,0
HIV diagnoses,2022,"Montgomery County, NC",37123,Data suppressed,Data suppressed
HIV diagnoses,2022,"Montgomery County, NY",36057,Data suppressed,Data suppressed
HIV diagnoses,2022,"Montgomery County, OH",39113,54,12
HIV diagnoses,2022,"Montgomery County, PA",42091,38,5.2
HIV diagnoses,2022,"Montgomery County, TN",47125,20,10.6
HIV diagnoses,2022,"Montgomery County, TX",48339,80,14.4
HIV diagnoses,2022,"Montgomery County, VA",51121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Montmorency County, MI",26119,0,0
HIV diagnoses,2022,"Montour County, PA",42093,0,0
HIV diagnoses,2022,"Montrose County, CO",08085,0,0
HIV diagnoses,2022,"Moody County, SD",46101,0,0
HIV diagnoses,2022,"Moore County, NC",37125,6,6.7
HIV diagnoses,2022,"Moore County, TN",47127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Moore County, TX",48341,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mora County, NM",35033,0,0
HIV diagnoses,2022,"Morehouse Parish, LA",22067,Data suppressed,Data suppressed
HIV diagnoses,2022,"Morgan County, AL",01103,6,5.8
HIV diagnoses,2022,"Morgan County, CO",08087,0,0
HIV diagnoses,2022,"Morgan County, GA",13211,Data suppressed,Data suppressed
HIV diagnoses,2022,"Morgan County, IL",17137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Morgan County, IN",18109,8,13
HIV diagnoses,2022,"Morgan County, KY",21175,0,0
HIV diagnoses,2022,"Morgan County, MO",29141,0,0
HIV diagnoses,2022,"Morgan County, OH",39115,0,0
HIV diagnoses,2022,"Morgan County, TN",47129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Morgan County, UT",49029,0,0
HIV diagnoses,2022,"Morgan County, WV",54065,0,0
HIV diagnoses,2022,"Morovis Municipio, PR",72101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Morrill County, NE",31123,0,0
HIV diagnoses,2022,"Morris County, KS",20127,0,0
HIV diagnoses,2022,"Morris County, NJ",34027,15,3.4
HIV diagnoses,2022,"Morris County, TX",48343,5,49.4
HIV diagnoses,2022,"Morrison County, MN",27097,0,0
HIV diagnoses,2022,"Morrow County, OH",39117,Data suppressed,Data suppressed
HIV diagnoses,2022,"Morrow County, OR",41049,0,0
HIV diagnoses,2022,"Morton County, KS",20129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Morton County, ND",38059,0,0
HIV diagnoses,2022,"Motley County, TX",48345,0,0
HIV diagnoses,2022,"Moultrie County, IL",17139,0,0
HIV diagnoses,2022,"Mountrail County, ND",38061,0,0
HIV diagnoses,2022,"Mower County, MN",27099,0,0
HIV diagnoses,2022,"Muhlenberg County, KY",21177,0,0
HIV diagnoses,2022,"Multnomah County, OR",41051,84,12.1
HIV diagnoses,2022,"Murray County, GA",13213,0,0
HIV diagnoses,2022,"Murray County, MN",27101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Murray County, OK",40099,0,0
HIV diagnoses,2022,"Muscatine County, IA",19139,0,0
HIV diagnoses,2022,"Muscogee County, GA",13215,49,29.5
HIV diagnoses,2022,"Muskegon County, MI",26121,14,9.5
HIV diagnoses,2022,"Muskingum County, OH",39119,6,8.3
HIV diagnoses,2022,"Muskogee County, OK",40101,8,14.6
HIV diagnoses,2022,"Musselshell County, MT",30065,0,0
HIV diagnoses,2022,"Nacogdoches County, TX",48347,6,11.1
HIV diagnoses,2022,"Naguabo Municipio, PR",72103,0,0
HIV diagnoses,2022,"Nance County, NE",31125,0,0
HIV diagnoses,2022,"Nantucket County, MA",25019,0,0
HIV diagnoses,2022,"Napa County, CA",06055,16,13.7
HIV diagnoses,2022,"Naranjito Municipio, PR",72105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nash County, NC",37127,20,24.6
HIV diagnoses,2022,"Nassau County, FL",12089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nassau County, NY",36059,62,5.3
HIV diagnoses,2022,"Natchitoches Parish, LA",22069,5,16.3
HIV diagnoses,2022,"Natrona County, WY",56025,Data suppressed,Data suppressed
HIV diagnoses,2022,"Naugatuck Valley Planning Region, CT",09140,27,6.9
HIV diagnoses,2022,"Navajo County, AZ",04017,8,8.9
HIV diagnoses,2022,"Navarro County, TX",48349,7,15.8
HIV diagnoses,2022,"Nelson County, KY",21179,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nelson County, ND",38063,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nelson County, VA",51125,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nemaha County, KS",20131,0,0
HIV diagnoses,2022,"Nemaha County, NE",31127,0,0
HIV diagnoses,2022,"Neosho County, KS",20133,0,0
HIV diagnoses,2022,"Neshoba County, MS",28099,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ness County, KS",20135,0,0
HIV diagnoses,2022,"Nevada County, AR",05099,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nevada County, CA",06057,Data suppressed,Data suppressed
HIV diagnoses,2022,"New Castle County, DE",10003,75,15.3
HIV diagnoses,2022,"New Hanover County, NC",37129,16,7.7
HIV diagnoses,2022,"New Haven County, CT",09009,Data not available,Data not available
HIV diagnoses,2022,"New Kent County, VA",51127,5,23.3
HIV diagnoses,2022,"New London County, CT",09011,Data not available,Data not available
HIV diagnoses,2022,"New Madrid County, MO",29143,Data suppressed,Data suppressed
HIV diagnoses,2022,"New York County, NY",36061,338,23.6
HIV diagnoses,2022,"Newaygo County, MI",26123,Data suppressed,Data suppressed
HIV diagnoses,2022,"Newberry County, SC",45071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Newport County, RI",44005,Data suppressed,Data suppressed
HIV diagnoses,2022,"Newport News City, VA",51700,36,23.6
HIV diagnoses,2022,"Newton County, AR",05101,0,0
HIV diagnoses,2022,"Newton County, GA",13217,17,17.4
HIV diagnoses,2022,"Newton County, IN",18111,0,0
HIV diagnoses,2022,"Newton County, MO",29145,5,10
HIV diagnoses,2022,"Newton County, MS",28101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Newton County, TX",48351,0,0
HIV diagnoses,2022,"Nez Perce County, ID",16069,0,0
HIV diagnoses,2022,"Niagara County, NY",36063,8,4.4
HIV diagnoses,2022,"Nicholas County, KY",21181,0,0
HIV diagnoses,2022,"Nicholas County, WV",54067,0,0
HIV diagnoses,2022,"Nicollet County, MN",27103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Niobrara County, WY",56027,0,0
HIV diagnoses,2022,"Noble County, IN",18113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Noble County, OH",39121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Noble County, OK",40103,0,0
HIV diagnoses,2022,"Nobles County, MN",27105,0,0
HIV diagnoses,2022,"Nodaway County, MO",29147,0,0
HIV diagnoses,2022,"Nolan County, TX",48353,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nome Census Area, AK",02180,Data suppressed,Data suppressed
HIV diagnoses,2022,"Norfolk City, VA",51710,78,39.6
HIV diagnoses,2022,"Norfolk County, MA",25021,29,4.7
HIV diagnoses,2022,"Norman County, MN",27107,0,0
HIV diagnoses,2022,"North Slope Borough, AK",02185,Data suppressed,Data suppressed
HIV diagnoses,2022,"Northampton County, NC",37131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Northampton County, PA",42095,8,2.9
HIV diagnoses,2022,"Northampton County, VA",51131,0,0
HIV diagnoses,2022,"Northeastern Connecticut Planning Region, CT",09150,Data suppressed,Data suppressed
HIV diagnoses,2022,"Northumberland County, PA",42097,5,6.4
HIV diagnoses,2022,"Northumberland County, VA",51133,Data suppressed,Data suppressed
HIV diagnoses,2022,"Northwest Arctic Borough, AK",02188,Data suppressed,Data suppressed
HIV diagnoses,2022,"Northwest Hills Planning Region, CT",09160,Data suppressed,Data suppressed
HIV diagnoses,2022,"Norton City, VA",51720,0,0
HIV diagnoses,2022,"Norton County, KS",20137,0,0
HIV diagnoses,2022,"Nottoway County, VA",51135,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nowata County, OK",40105,0,0
HIV diagnoses,2022,"Noxubee County, MS",28103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Nuckolls County, NE",31129,0,0
HIV diagnoses,2022,"Nueces County, TX",48355,41,14
HIV diagnoses,2022,"Nye County, NV",32023,11,22.7
HIV diagnoses,2022,"O'brien County, IA",19141,0,0
HIV diagnoses,2022,"Oakland County, MI",26125,73,6.7
HIV diagnoses,2022,"Obion County, TN",47131,0,0
HIV diagnoses,2022,"Ocean County, NJ",34029,23,4.3
HIV diagnoses,2022,"Oceana County, MI",26127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ochiltree County, TX",48357,Data suppressed,Data suppressed
HIV diagnoses,2022,"Oconee County, GA",13219,Data suppressed,Data suppressed
HIV diagnoses,2022,"Oconee County, SC",45073,6,8.6
HIV diagnoses,2022,"Oconto County, WI",55083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ogemaw County, MI",26129,0,0
HIV diagnoses,2022,"Oglala Lakota County, SD",46102,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ogle County, IL",17141,0,0
HIV diagnoses,2022,"Oglethorpe County, GA",13221,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ohio County, IN",18115,0,0
HIV diagnoses,2022,"Ohio County, KY",21183,0,0
HIV diagnoses,2022,"Ohio County, WV",54069,Data suppressed,Data suppressed
HIV diagnoses,2022,"Okaloosa County, FL",12091,30,16.6
HIV diagnoses,2022,"Okanogan County, WA",53047,0,0
HIV diagnoses,2022,"Okeechobee County, FL",12093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Okfuskee County, OK",40107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Oklahoma County, OK",40109,155,23.6
HIV diagnoses,2022,"Okmulgee County, OK",40111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Oktibbeha County, MS",28105,6,13.3
HIV diagnoses,2022,"Oldham County, KY",21185,Data suppressed,Data suppressed
HIV diagnoses,2022,"Oldham County, TX",48359,0,0
HIV diagnoses,2022,"Oliver County, ND",38065,0,0
HIV diagnoses,2022,"Olmsted County, MN",27109,7,5.1
HIV diagnoses,2022,"Oneida County, ID",16071,0,0
HIV diagnoses,2022,"Oneida County, NY",36065,14,7.2
HIV diagnoses,2022,"Oneida County, WI",55085,0,0
HIV diagnoses,2022,"Onondaga County, NY",36067,29,7.2
HIV diagnoses,2022,"Onslow County, NC",37133,15,8.8
HIV diagnoses,2022,"Ontario County, NY",36069,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ontonagon County, MI",26131,0,0
HIV diagnoses,2022,"Orange County, CA",06059,259,9.6
HIV diagnoses,2022,"Orange County, FL",12095,422,34.2
HIV diagnoses,2022,"Orange County, IN",18117,0,0
HIV diagnoses,2022,"Orange County, NC",37135,5,3.8
HIV diagnoses,2022,"Orange County, NY",36071,16,4.8
HIV diagnoses,2022,"Orange County, TX",48361,9,12.9
HIV diagnoses,2022,"Orange County, VA",51137,0,0
HIV diagnoses,2022,"Orange County, VT",50017,0,0
HIV diagnoses,2022,"Orangeburg County, SC",45075,21,29.6
HIV diagnoses,2022,"Oregon County, MO",29149,Data suppressed,Data suppressed
HIV diagnoses,2022,"Orleans County, NY",36073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Orleans County, VT",50019,0,0
HIV diagnoses,2022,"Orleans Parish, LA",22071,125,39.3
HIV diagnoses,2022,"Orocovis Municipio, PR",72107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Osage County, KS",20139,0,0
HIV diagnoses,2022,"Osage County, MO",29151,0,0
HIV diagnoses,2022,"Osage County, OK",40113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Osborne County, KS",20141,0,0
HIV diagnoses,2022,"Osceola County, FL",12097,64,18.2
HIV diagnoses,2022,"Osceola County, IA",19143,0,0
HIV diagnoses,2022,"Osceola County, MI",26133,0,0
HIV diagnoses,2022,"Oscoda County, MI",26135,0,0
HIV diagnoses,2022,"Oswego County, NY",36075,0,0
HIV diagnoses,2022,"Otero County, CO",08089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Otero County, NM",35035,5,8.6
HIV diagnoses,2022,"Otoe County, NE",31131,0,0
HIV diagnoses,2022,"Otsego County, MI",26137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Otsego County, NY",36077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ottawa County, KS",20143,0,0
HIV diagnoses,2022,"Ottawa County, MI",26139,13,5.1
HIV diagnoses,2022,"Ottawa County, OH",39123,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ottawa County, OK",40115,Data suppressed,Data suppressed
HIV diagnoses,2022,"Otter Tail County, MN",27111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ouachita County, AR",05103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ouachita Parish, LA",22073,32,24.6
HIV diagnoses,2022,"Ouray County, CO",08091,0,0
HIV diagnoses,2022,"Outagamie County, WI",55087,9,5.6
HIV diagnoses,2022,"Overton County, TN",47133,Data suppressed,Data suppressed
HIV diagnoses,2022,"Owen County, IN",18119,0,0
HIV diagnoses,2022,"Owen County, KY",21187,0,0
HIV diagnoses,2022,"Owsley County, KY",21189,0,0
HIV diagnoses,2022,"Owyhee County, ID",16073,0,0
HIV diagnoses,2022,"Oxford County, ME",23017,0,0
HIV diagnoses,2022,"Ozark County, MO",29153,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ozaukee County, WI",55089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pacific County, WA",53049,0,0
HIV diagnoses,2022,"Page County, IA",19145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Page County, VA",51139,Data suppressed,Data suppressed
HIV diagnoses,2022,"Palm Beach County, FL",12099,284,21.5
HIV diagnoses,2022,"Palo Alto County, IA",19147,0,0
HIV diagnoses,2022,"Palo Pinto County, TX",48363,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pamlico County, NC",37137,0,0
HIV diagnoses,2022,"Panola County, MS",28107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Panola County, TX",48365,Data suppressed,Data suppressed
HIV diagnoses,2022,"Park County, CO",08093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Park County, MT",30067,0,0
HIV diagnoses,2022,"Park County, WY",56029,0,0
HIV diagnoses,2022,"Parke County, IN",18121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Parker County, TX",48367,6,4.4
HIV diagnoses,2022,"Parmer County, TX",48369,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pasco County, FL",12101,73,14
HIV diagnoses,2022,"Pasquotank County, NC",37139,Data suppressed,Data suppressed
HIV diagnoses,2022,"Passaic County, NJ",34031,59,13.8
HIV diagnoses,2022,"Patillas Municipio, PR",72109,0,0
HIV diagnoses,2022,"Patrick County, VA",51141,Data suppressed,Data suppressed
HIV diagnoses,2022,"Paulding County, GA",13223,20,13.6
HIV diagnoses,2022,"Paulding County, OH",39125,0,0
HIV diagnoses,2022,"Pawnee County, KS",20145,0,0
HIV diagnoses,2022,"Pawnee County, NE",31133,0,0
HIV diagnoses,2022,"Pawnee County, OK",40117,Data suppressed,Data suppressed
HIV diagnoses,2022,"Payette County, ID",16075,0,0
HIV diagnoses,2022,"Payne County, OK",40119,6,8.3
HIV diagnoses,2022,"Peach County, GA",13225,9,37
HIV diagnoses,2022,"Pearl River County, MS",28109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pecos County, TX",48371,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pembina County, ND",38067,0,0
HIV diagnoses,2022,"Pemiscot County, MO",29155,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pend Oreille County, WA",53051,0,0
HIV diagnoses,2022,"Pender County, NC",37141,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pendleton County, KY",21191,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pendleton County, WV",54071,0,0
HIV diagnoses,2022,"Pennington County, MN",27113,0,0
HIV diagnoses,2022,"Pennington County, SD",46103,8,8.3
HIV diagnoses,2022,"Penobscot County, ME",23019,0,0
HIV diagnoses,2022,"Peoria County, IL",17143,16,10.8
HIV diagnoses,2022,"Pepin County, WI",55091,0,0
HIV diagnoses,2022,"Perkins County, NE",31135,0,0
HIV diagnoses,2022,"Perkins County, SD",46105,0,0
HIV diagnoses,2022,"Perquimans County, NC",37143,Data suppressed,Data suppressed
HIV diagnoses,2022,"Perry County, AL",01105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Perry County, AR",05105,0,0
HIV diagnoses,2022,"Perry County, IL",17145,0,0
HIV diagnoses,2022,"Perry County, IN",18123,0,0
HIV diagnoses,2022,"Perry County, KY",21193,Data suppressed,Data suppressed
HIV diagnoses,2022,"Perry County, MO",29157,0,0
HIV diagnoses,2022,"Perry County, MS",28111,0,0
HIV diagnoses,2022,"Perry County, OH",39127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Perry County, PA",42099,0,0
HIV diagnoses,2022,"Perry County, TN",47135,0,0
HIV diagnoses,2022,"Pershing County, NV",32027,0,0
HIV diagnoses,2022,"Person County, NC",37145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Petersburg Census Area, AK",02195,Data suppressed,Data suppressed
HIV diagnoses,2022,"Petersburg City, VA",51730,11,40.3
HIV diagnoses,2022,"Petroleum County, MT",30069,0,0
HIV diagnoses,2022,"Pettis County, MO",29159,Data suppressed,Data suppressed
HIV diagnoses,2022,"Peñuelas Municipio, PR",72111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Phelps County, MO",29161,Data suppressed,Data suppressed
HIV diagnoses,2022,"Phelps County, NE",31137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Philadelphia County, PA",42101,390,29.4
HIV diagnoses,2022,"Phillips County, AR",05107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Phillips County, CO",08095,Data suppressed,Data suppressed
HIV diagnoses,2022,"Phillips County, KS",20147,0,0
HIV diagnoses,2022,"Phillips County, MT",30071,0,0
HIV diagnoses,2022,"Piatt County, IL",17147,0,0
HIV diagnoses,2022,"Pickaway County, OH",39129,18,35.3
HIV diagnoses,2022,"Pickens County, AL",01107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Pickens County, GA",13227,6,19.8
HIV diagnoses,2022,"Pickens County, SC",45077,10,8.6
HIV diagnoses,2022,"Pickett County, TN",47137,0,0
